id,age,sex_label,education_label,marriage_label,limit_bal,utilization,max_delay,n_months_delayed,delay_trend,default_next_month
2578,27,Male,University,Married,80000,0.9125,0,0,0,0
2579,27,Male,Graduate school,Single,200000,0.0487,0,0,0,0
2580,22,Female,High school,Single,20000,0.9295,2,4,-1,1
2581,31,Female,University,Single,360000,0.0488,0,0,2,0
2582,43,Female,Graduate school,Single,140000,1.054,2,2,1,0
2583,46,Female,High school,Married,110000,0.8548,2,2,0,1
2584,33,Female,Graduate school,Married,360000,0.0,1,1,1,0
2585,22,Female,Graduate school,Single,30000,0.1321,0,0,1,0
2586,25,Male,University,Single,100000,0.7622,0,0,2,0
2587,34,Male,High school,Single,60000,0.5864,0,0,0,1
2588,32,Female,Graduate school,Single,130000,0.0,1,1,2,0
2589,34,Female,University,Single,240000,0.023,0,0,-1,0
2590,35,Female,University,Married,210000,0.2914,2,4,0,1
2591,25,Male,Graduate school,Single,360000,0.0016,0,0,0,0
2592,22,Female,University,Single,30000,0.7389,2,3,3,0
2593,49,Male,Graduate school,Married,480000,0.0,1,1,1,0
2594,49,Female,Others,Single,90000,0.0191,-1,0,1,0
2595,42,Female,Graduate school,Married,50000,0.0982,0,0,0,0
2596,41,Male,High school,Single,20000,0.4593,0,0,0,0
2597,27,Female,University,Single,160000,0.0031,0,0,-2,0
2598,24,Female,University,Single,90000,0.1613,0,0,0,0
2599,34,Female,Others,Married,300000,0.0316,-2,0,0,0
2600,43,Male,Graduate school,Married,500000,0.0013,-1,0,0,0
2601,36,Female,High school,Single,130000,0.0,1,1,3,1
2602,62,Male,High school,Married,250000,0.1557,0,0,0,0
2603,25,Male,High school,Single,10000,0.4693,2,1,4,1
2604,30,Male,Graduate school,Single,340000,0.0057,0,0,0,0
2605,24,Male,High school,Single,60000,0.2588,0,0,-1,0
2606,47,Male,University,Married,50000,0.9662,0,0,0,0
2607,34,Male,University,Single,170000,0.0464,2,1,0,0
2608,51,Male,High school,Married,490000,0.0008,-1,0,0,1
2609,26,Female,University,Married,20000,0.884,2,1,0,1
2610,47,Male,University,Married,550000,0.1242,0,0,2,0
2611,39,Female,University,Single,340000,0.196,0,0,0,0
2612,32,Male,University,Single,10000,0.9576,0,0,0,0
2613,25,Female,University,Single,230000,0.0,-2,0,0,0
2614,39,Male,University,Married,30000,0.9796,2,2,1,0
2615,42,Female,University,Single,200000,0.3652,0,0,0,0
2616,37,Female,Graduate school,Married,450000,0.0297,0,0,1,0
2617,44,Male,High school,Married,380000,0.8681,0,0,0,1
2618,31,Female,University,Married,50000,0.5953,2,1,2,1
2619,27,Female,Graduate school,Single,80000,0.2888,0,0,0,0
2620,42,Female,University,Married,150000,0.0,1,1,2,1
2621,44,Female,University,Single,50000,0.9801,0,0,1,0
2622,39,Female,Graduate school,Single,210000,0.0,1,1,3,0
2623,24,Female,University,Single,100000,0.5971,2,1,-2,0
2624,38,Male,University,Single,100000,0.2599,0,0,1,0
2625,45,Male,Graduate school,Married,500000,0.0063,0,0,0,0
2626,58,Female,High school,Married,30000,0.3273,0,0,0,0
2627,46,Male,University,Single,50000,1.0708,0,0,0,0
2628,23,Female,University,Single,50000,0.0,-2,0,0,0
2629,36,Female,University,Married,420000,0.0087,-1,0,0,0
2630,32,Female,University,Married,30000,0.9385,2,2,3,1
2631,32,Male,Graduate school,Single,240000,1.0033,0,0,0,0
2632,55,Female,High school,Married,80000,0.864,0,0,0,0
2633,45,Male,Graduate school,Single,330000,0.8041,0,0,0,1
2634,30,Male,University,Married,50000,0.9874,2,3,1,1
2635,42,Female,Graduate school,Married,200000,0.0,-2,0,0,1
2636,34,Female,Graduate school,Married,210000,0.0,2,2,2,0
2637,31,Male,University,Single,130000,0.544,2,4,1,0
2638,28,Male,Graduate school,Single,390000,0.0268,0,0,-1,0
2639,40,Male,High school,Married,100000,0.1288,0,0,2,0
2640,33,Female,Graduate school,Married,140000,0.6094,0,0,0,0
2641,35,Female,High school,Married,80000,0.875,2,5,2,1
2642,42,Female,High school,Married,50000,0.89,4,5,1,1
2643,25,Male,University,Single,50000,0.4263,3,1,-3,0
2644,39,Male,Graduate school,Married,360000,0.0,1,1,2,0
2645,49,Female,University,Married,170000,0.9019,2,2,1,1
2646,41,Male,University,Single,50000,0.963,0,0,0,0
2647,25,Female,Graduate school,Single,310000,0.8589,2,1,2,1
2648,31,Male,Graduate school,Single,210000,0.0016,-1,0,0,1
2649,37,Male,University,Married,140000,0.6442,0,0,0,0
2650,37,Female,Graduate school,Single,150000,0.8474,0,0,0,0
2651,40,Male,Graduate school,Married,170000,0.0118,0,0,-1,1
2652,25,Female,Graduate school,Single,260000,0.0006,2,1,-1,1
2653,26,Female,Graduate school,Single,170000,0.5846,2,1,0,0
2654,35,Female,Graduate school,Single,310000,0.0,1,1,1,0
2655,23,Female,High school,Single,50000,0.6873,2,1,-2,0
2656,35,Female,Graduate school,Married,260000,0.0039,2,2,2,1
2657,27,Male,Graduate school,Single,100000,0.3601,2,4,-2,1
2658,25,Female,University,Married,40000,1.0158,2,2,-2,0
2659,46,Female,Graduate school,Married,180000,0.4584,2,6,-1,0
2660,41,Male,High school,Married,50000,0.5237,2,3,2,0
2661,29,Male,Graduate school,Single,200000,0.024,0,0,0,1
2662,53,Female,University,Married,320000,0.105,0,0,0,0
2663,45,Female,Graduate school,Single,220000,0.021,-1,0,0,0
2664,46,Male,University,Married,180000,0.3334,0,0,0,0
2665,36,Female,University,Single,50000,1.8846,2,1,-2,1
2666,22,Female,University,Single,50000,0.5927,0,0,1,0
2667,32,Female,Graduate school,Single,150000,0.5552,0,0,0,0
2668,38,Female,Graduate school,Married,120000,0.0571,2,1,0,0
2669,34,Male,University,Single,30000,0.9767,0,0,0,0
2670,43,Male,Others,Married,10000,1.756,0,0,1,1
2671,34,Male,Graduate school,Single,380000,0.0918,-2,0,0,0
2672,38,Female,Graduate school,Married,320000,0.0,1,1,3,1
2673,41,Female,University,Single,30000,0.0483,2,1,-2,0
2674,29,Male,University,Single,470000,0.155,0,0,0,0
2675,40,Female,High school,Married,80000,0.9471,0,0,0,0
2676,60,Male,University,Married,20000,0.4285,2,1,-1,0
2677,51,Male,Graduate school,Married,120000,1.0475,2,1,0,0
2678,37,Female,Graduate school,Single,150000,0.0,1,1,1,0
2679,43,Female,University,Single,200000,0.9034,0,0,0,0
2680,40,Male,University,Single,20000,2.0,0,0,2,0
2681,36,Female,High school,Married,170000,0.5046,0,0,0,0
2682,34,Female,Graduate school,Single,150000,0.006,0,0,0,0
2683,30,Male,University,Single,160000,0.004,-1,0,0,0
2684,32,Female,Graduate school,Single,280000,0.1626,-1,0,0,0
2685,42,Male,Graduate school,Married,60000,0.6664,2,2,0,1
2686,44,Male,High school,Married,100000,0.3965,0,0,0,0
2687,48,Male,University,Single,360000,0.189,0,0,2,0
2688,44,Female,Graduate school,Married,500000,0.1438,0,0,-1,0
2689,30,Female,Graduate school,Single,290000,0.9801,0,0,0,1
2690,31,Female,Graduate school,Single,160000,0.0,-1,0,-1,0
2691,47,Male,University,Married,50000,0.4585,0,0,0,0
2692,35,Female,University,Married,250000,0.1084,0,0,0,0
2693,42,Male,Graduate school,Married,350000,0.0109,-1,0,0,0
2694,22,Female,University,Married,100000,0.9942,0,0,0,0
2695,33,Male,University,Single,30000,1.0652,2,2,1,0
2696,36,Female,Graduate school,Married,450000,0.0,1,1,3,0
2697,40,Female,High school,Single,20000,0.4878,0,0,-1,0
2698,26,Female,High school,Single,30000,0.9354,0,0,0,0
2699,47,Female,High school,Single,150000,0.6882,2,1,0,0
2700,36,Male,University,Married,30000,0.7442,3,3,1,0
2701,23,Male,High school,Single,10000,0.6001,0,0,0,0
2702,47,Female,High school,Single,50000,0.3514,2,1,0,0
2703,22,Female,Graduate school,Single,50000,0.0825,0,0,1,0
2704,23,Female,University,Single,130000,0.0482,2,3,2,0
2705,22,Female,High school,Single,50000,0.9413,0,0,0,0
2706,25,Female,University,Single,180000,0.9868,0,0,0,0
2707,47,Male,University,Married,30000,0.8027,2,3,2,1
2708,24,Female,University,Single,60000,0.4953,0,0,0,0
2709,26,Male,Graduate school,Single,200000,0.0841,0,0,0,0
2710,23,Female,High school,Single,30000,0.6097,0,0,0,0
2711,36,Female,University,Single,320000,0.8207,0,0,0,0
2712,37,Female,Graduate school,Married,360000,0.0045,2,2,1,0
2713,39,Female,Graduate school,Married,60000,0.9341,2,1,0,0
2714,28,Female,University,Single,50000,0.2747,0,0,-2,0
2715,35,Male,University,Single,30000,0.9048,2,6,0,0
2716,31,Female,University,Married,50000,0.6929,2,2,1,0
2717,24,Female,Graduate school,Single,70000,0.6015,0,0,0,0
2718,44,Male,Graduate school,Single,310000,0.0,1,1,3,0
2719,39,Female,University,Single,170000,0.0168,-1,0,0,0
2720,49,Male,Graduate school,Married,150000,0.7423,-2,0,0,0
2721,30,Female,Graduate school,Single,120000,0.0278,-1,0,0,0
2722,33,Female,Graduate school,Single,100000,0.7537,0,0,0,0
2723,41,Male,Graduate school,Single,140000,0.9884,2,3,2,1
2724,47,Female,High school,Married,180000,0.0807,0,0,-1,0
2725,51,Female,High school,Married,20000,0.9842,0,0,2,0
2726,25,Female,University,Single,80000,0.0,1,1,3,0
2727,39,Female,University,Married,200000,0.8933,0,0,0,0
2728,27,Male,University,Single,200000,0.1267,2,1,0,0
2729,42,Male,High school,Married,30000,0.4872,2,2,-2,0
2730,40,Female,University,Single,250000,0.0,-2,0,0,0
2731,30,Male,High school,Single,50000,0.6243,3,6,-1,0
2732,31,Male,Graduate school,Single,250000,0.0,-2,0,0,1
2733,25,Female,Graduate school,Single,140000,0.1672,0,0,0,0
2734,31,Female,University,Single,170000,0.0031,2,1,2,0
2735,47,Female,University,Single,240000,0.0013,-2,0,0,0
2736,37,Female,Graduate school,Married,140000,0.9652,0,0,0,0
2737,28,Female,University,Married,50000,1.02,0,0,0,0
2738,47,Female,University,Married,240000,0.5184,2,6,-1,1
2739,57,Female,University,Married,420000,0.0016,-1,0,0,0
2740,53,Male,Graduate school,Married,220000,0.0052,-1,0,0,0
2741,28,Female,University,Married,70000,0.6319,0,0,0,0
2742,28,Male,University,Single,90000,0.6198,0,0,0,0
2743,40,Female,Graduate school,Married,220000,0.0,-2,0,0,0
2744,27,Female,Graduate school,Single,200000,0.0466,0,0,0,0
2745,55,Male,High school,Married,240000,0.9552,0,0,0,0
2746,28,Female,High school,Single,310000,0.0633,0,0,1,0
2747,34,Female,University,Married,80000,0.9518,2,3,2,1
2748,38,Female,University,Married,290000,0.4971,0,0,0,0
2749,43,Male,University,Married,260000,0.674,0,0,0,1
2750,43,Male,Graduate school,Married,120000,0.0,1,1,3,1
2751,32,Female,Graduate school,Married,260000,0.0023,2,1,0,0
2752,39,Female,University,Single,360000,0.0018,2,2,1,0
2753,36,Female,High school,Married,30000,0.2654,0,0,0,1
2754,22,Female,University,Single,30000,0.9148,2,1,0,1
2755,22,Male,Graduate school,Single,20000,0.164,0,0,0,0
2756,25,Female,University,Single,240000,0.7323,0,0,0,0
2757,31,Male,University,Married,200000,1.2713,7,6,5,1
2758,38,Male,University,Single,70000,0.3857,2,1,0,0
2759,23,Female,Graduate school,Single,200000,0.0024,-2,0,0,0
2760,31,Female,Graduate school,Single,150000,0.1226,0,0,-1,0
2761,35,Female,University,Married,160000,0.1109,0,0,0,0
2762,30,Female,Graduate school,Single,180000,0.6314,0,0,0,0
2763,39,Male,University,Married,190000,0.7601,0,0,0,0
2764,22,Female,University,Married,20000,0.7874,0,0,0,0
2765,27,Male,Graduate school,Single,150000,0.55,0,0,0,0
2766,35,Male,University,Married,310000,0.0245,0,0,0,0
2767,36,Female,University,Married,180000,0.5485,0,0,0,0
2768,24,Female,University,Single,80000,1.0238,0,0,0,1
2769,41,Female,University,Married,350000,0.2438,0,0,0,0
2770,47,Female,University,Married,50000,0.6509,0,0,2,0
2771,23,Female,University,Single,90000,0.9741,2,1,2,0
2772,35,Male,University,Married,220000,0.5112,0,0,1,0
2773,25,Female,Graduate school,Single,50000,0.8774,3,6,0,1
2774,46,Male,High school,Married,90000,0.0183,2,1,0,0
2775,30,Female,University,Married,400000,0.4031,0,0,1,0
2776,40,Female,High school,Married,210000,0.011,0,0,-1,0
2777,39,Female,University,Married,180000,0.984,2,5,2,1
2778,55,Male,Graduate school,Married,500000,0.0078,0,0,-1,0
2779,39,Female,University,Married,260000,0.8786,2,2,2,1
2780,26,Female,University,Single,180000,0.0397,0,0,1,0
2781,34,Female,University,Married,180000,0.0444,-1,0,0,1
2782,24,Female,Graduate school,Single,30000,0.7412,0,0,0,0
2783,33,Female,Graduate school,Single,360000,0.0874,0,0,0,0
2784,47,Female,Graduate school,Married,280000,0.0072,2,2,-1,0
2785,27,Female,Graduate school,Single,100000,0.5321,2,2,1,1
2786,49,Female,University,Married,50000,0.9893,0,0,1,0
2787,31,Male,High school,Married,20000,0.8778,0,0,2,0
2788,27,Female,High school,Single,80000,0.0209,-2,0,0,1
2789,36,Female,University,Single,110000,0.0,1,1,3,0
2790,25,Male,Graduate school,Others,50000,0.126,2,2,2,1
2791,50,Female,University,Married,50000,0.9624,0,0,1,1
2792,33,Male,Graduate school,Single,20000,0.8058,2,1,0,0
2793,41,Female,High school,Married,200000,0.4909,0,0,2,0
2794,44,Female,University,Single,250000,0.0,1,1,1,0
2795,33,Female,Graduate school,Married,150000,0.0,1,1,3,1
2796,23,Male,Graduate school,Single,50000,0.0,1,1,3,1
2797,38,Female,Graduate school,Married,200000,0.0089,2,3,0,0
2798,38,Male,University,Married,220000,0.6684,0,0,0,0
2799,36,Female,University,Married,60000,0.0,-2,0,0,0
2800,43,Male,University,Single,100000,0.4773,0,0,0,0
2801,46,Male,High school,Others,20000,0.7762,0,0,2,0
2802,28,Male,University,Single,140000,0.5876,4,5,1,1
2803,46,Male,University,Married,50000,0.9735,0,0,2,1
2804,28,Male,Graduate school,Single,50000,0.5728,0,0,0,0
2805,30,Female,University,Married,120000,0.0057,0,0,0,0
2806,39,Female,Graduate school,Married,120000,0.0,1,1,2,0
2807,38,Male,University,Single,30000,0.9546,0,0,0,0
2808,26,Female,Graduate school,Single,180000,0.0,1,1,2,0
2809,46,Male,Graduate school,Married,500000,0.1061,0,0,1,0
2810,44,Male,Graduate school,Married,420000,0.8043,0,0,0,0
2811,45,Female,University,Married,20000,0.7148,2,1,0,0
2812,24,Female,University,Single,50000,0.7817,0,0,0,1
2813,30,Female,University,Single,260000,0.0757,0,0,0,0
2814,27,Male,University,Single,50000,0.9496,0,0,1,0
2815,26,Female,Graduate school,Single,50000,0.015,-1,0,0,0
2816,49,Female,University,Single,50000,0.8668,0,0,0,0
2817,49,Male,University,Married,100000,0.699,0,0,0,0
2818,24,Female,Graduate school,Single,50000,0.7793,4,6,2,1
2819,27,Female,Graduate school,Single,180000,0.9697,0,0,0,0
2820,38,Female,Graduate school,Married,240000,0.0,1,1,3,0
2821,38,Male,University,Married,30000,0.9495,2,1,4,0
2822,60,Female,High school,Married,30000,0.1956,3,3,-4,1
2823,45,Female,Graduate school,Married,270000,0.3562,0,0,0,0
2824,57,Female,High school,Married,30000,0.0116,-1,0,0,1
2825,31,Female,University,Married,200000,0.0066,-1,0,0,1
2826,29,Female,University,Married,40000,0.22,0,0,0,1
2827,31,Female,Graduate school,Married,360000,0.0,-2,0,0,0
2828,57,Female,High school,Married,150000,0.0366,-1,0,0,0
2829,24,Female,University,Single,80000,0.1242,2,1,-2,1
2830,32,Female,Graduate school,Married,300000,0.0,1,1,2,0
2831,32,Male,University,Married,220000,0.9182,0,0,0,0
2832,42,Female,University,Married,110000,0.0071,-1,0,0,0
2833,30,Male,Graduate school,Single,50000,0.2357,0,0,0,0
2834,60,Female,High school,Single,50000,0.6233,0,0,0,0
2835,37,Female,Graduate school,Married,230000,0.0017,0,0,-1,0
2836,27,Male,Graduate school,Married,50000,0.8667,2,4,2,1
2837,39,Female,University,Others,240000,0.7163,0,0,0,0
2838,26,Female,Graduate school,Single,130000,0.1543,0,0,2,0
2839,34,Female,Graduate school,Single,160000,0.2733,0,0,0,0
2840,31,Female,Graduate school,Single,210000,0.5795,0,0,0,0
2841,32,Female,University,Single,210000,0.0093,0,0,0,0
2842,47,Male,Graduate school,Single,330000,0.7275,0,0,0,0
2843,51,Female,University,Married,110000,0.0922,2,3,-2,0
2844,28,Female,University,Single,120000,0.9083,2,6,-1,0
2845,29,Female,Graduate school,Single,100000,0.0547,-1,0,0,0
2846,34,Female,University,Single,210000,0.3032,0,0,0,0
2847,31,Female,Graduate school,Single,350000,0.5187,2,1,-2,0
2848,25,Female,University,Single,180000,0.788,0,0,0,0
2849,28,Female,Graduate school,Single,150000,0.442,0,0,0,0
2850,37,Male,Graduate school,Others,50000,0.9891,2,2,1,0
2851,47,Female,High school,Married,230000,0.0238,-1,0,0,0
2852,39,Female,University,Married,30000,0.3295,2,3,0,1
2853,24,Female,University,Married,90000,0.9627,2,6,0,1
2854,24,Female,University,Married,390000,0.0421,0,0,0,0
2855,25,Female,University,Single,50000,0.3136,2,6,0,1
2856,39,Male,University,Married,320000,0.1596,0,0,1,0
2857,34,Male,University,Single,20000,0.7954,0,0,0,0
2858,41,Female,University,Married,200000,0.2115,0,0,0,0
2859,40,Male,Graduate school,Married,500000,0.0105,-2,0,0,1
2860,28,Female,University,Single,190000,0.0,1,1,3,0
2861,25,Female,Graduate school,Single,70000,0.0819,2,1,2,1
2862,35,Female,Graduate school,Single,220000,0.0377,-1,0,0,1
2863,28,Male,University,Single,50000,0.5773,2,1,0,0
2864,37,Male,University,Married,50000,0.3035,0,0,0,0
2865,46,Female,University,Married,50000,0.5678,2,6,0,0
2866,42,Male,Graduate school,Married,70000,1.0104,0,0,0,0
2867,26,Female,Graduate school,Single,80000,0.8373,0,0,0,0
2868,41,Male,High school,Single,50000,0.9097,0,0,0,0
2869,27,Female,Graduate school,Single,150000,0.009,-1,0,1,0
2870,36,Female,Graduate school,Married,300000,0.0018,-1,0,0,0
2871,25,Female,Graduate school,Single,50000,0.2195,0,0,0,0
2872,42,Female,University,Married,170000,0.0271,0,0,2,0
2873,37,Male,Graduate school,Single,350000,0.0009,-2,0,0,0
2874,33,Female,University,Single,470000,0.0922,0,0,0,0
2875,25,Male,University,Single,20000,0.6805,0,0,0,0
2876,26,Female,University,Single,140000,0.0,1,1,1,0
2877,23,Female,University,Single,60000,0.7502,2,3,1,0
2878,23,Female,University,Single,160000,0.7646,2,2,0,0
2879,26,Female,Graduate school,Single,150000,0.6771,0,0,0,0
2880,23,Female,Graduate school,Single,20000,0.0146,-1,0,1,0
2881,35,Male,Graduate school,Single,210000,0.0324,0,0,0,0
2882,23,Male,University,Single,50000,0.067,0,0,-1,0
2883,31,Female,Graduate school,Single,210000,0.073,0,0,0,0
2884,44,Male,Graduate school,Married,280000,0.0021,0,0,-2,0
2885,36,Male,University,Single,300000,0.0518,0,0,0,0
2886,37,Female,High school,Married,230000,0.9928,0,0,0,0
2887,47,Male,University,Married,250000,0.036,-2,0,0,0
2888,36,Female,Graduate school,Married,500000,0.0483,0,0,-1,0
2889,48,Female,University,Married,50000,0.2518,0,0,1,0
2890,46,Male,High school,Single,50000,0.1188,0,0,1,0
2891,36,Female,University,Married,150000,1.979,0,0,0,0
2892,53,Female,Graduate school,Single,180000,0.0,1,1,2,0
2893,37,Male,University,Single,450000,0.3037,0,0,0,0
2894,24,Female,University,Others,70000,0.0597,2,2,1,0
2895,40,Male,High school,Married,110000,0.8487,0,0,0,0
2896,43,Male,Graduate school,Married,200000,1.017,2,2,1,1
2897,37,Female,University,Single,210000,0.0,1,1,3,0
2898,36,Male,Graduate school,Single,320000,0.4569,0,0,1,0
2899,37,Male,Graduate school,Single,20000,2.0,0,0,0,1
2900,29,Female,University,Single,130000,0.0085,2,1,0,0
2901,29,Male,Graduate school,Married,20000,0.848,0,0,1,0
2902,39,Male,Graduate school,Married,210000,0.0161,2,3,-3,0
2903,33,Female,University,Single,30000,0.8499,0,0,0,1
2904,36,Female,High school,Married,60000,0.7998,2,3,1,1
2905,49,Male,University,Married,110000,0.687,0,0,0,0
2906,32,Male,Graduate school,Single,130000,0.248,-1,0,0,0
2907,38,Female,Graduate school,Single,500000,0.1492,0,0,0,0
2908,38,Male,University,Married,500000,0.9985,0,0,1,1
2909,35,Male,University,Single,100000,0.081,2,3,-3,1
2910,25,Male,Graduate school,Single,220000,0.1348,2,1,-2,0
2911,40,Male,University,Single,50000,0.8112,0,0,0,0
2912,49,Male,Graduate school,Married,500000,0.0026,-1,0,0,0
2913,29,Female,Graduate school,Single,50000,0.0492,0,0,0,1
2914,45,Female,Graduate school,Married,200000,0.0071,-2,0,0,0
2915,50,Female,University,Single,320000,0.0179,0,0,0,0
2916,29,Male,University,Single,450000,0.0367,2,2,2,0
2917,26,Male,High school,Single,20000,2.0,8,6,5,0
2918,44,Female,University,Married,310000,0.0016,-1,0,1,0
2919,23,Female,University,Single,120000,0.8394,0,0,0,1
2920,48,Female,University,Married,200000,1.7715,0,0,0,0
2921,53,Male,High school,Married,50000,0.9893,0,0,0,0
2922,48,Male,High school,Married,130000,0.7732,0,0,1,0
2923,23,Female,University,Single,50000,0.5084,0,0,0,0
2924,26,Male,University,Single,130000,0.1264,2,2,0,1
2925,42,Female,University,Single,50000,1.0044,0,0,1,0
2926,32,Male,University,Single,30000,0.5762,2,1,2,0
2927,34,Female,University,Married,30000,0.8005,2,6,0,1
